COLLEGE,INCOME,OVERAGE,LEFTOVER,HOUSE,HANDSET_PRICE,OVER_15MINS_CALLS_PER_MONTH,AVERAGE_CALL_DURATION,REPORTED_SATISFACTION,REPORTED_USAGE_LEVEL,CONSIDERING_CHANGE_OF_PLAN,LEAVE
one,98831,217,0,196388,344,27,8,very_sat,very_high,actively_looking_into_it,LEAVE
one,48552,63,0,994379,204,3,15,very_sat,little,considering,STAY
one,118502,155,36,289308,763,11,2,unsat,very_little,actively_looking_into_it,STAY
zero,146173,60,0,530406,586,4,12,avg,little,actively_looking_into_it,STAY
zero,80772,226,88,556576,383,14,6,unsat,very_high,never_thought,LEAVE
one,67503,0,73,329504,282,0,1,very_sat,very_high,no,STAY
one,29912,0,75,936639,206,1,2,avg,very_high,considering,STAY
one,61915,44,59,342735,378,4,2,very_unsat,little,actively_looking_into_it,STAY
zero,125033,0,46,287106,160,0,2,unsat,little,actively_looking_into_it,STAY
zero,142825,66,21,489964,643,27,4,very_unsat,little,actively_looking_into_it,LEAVE
zero,137194,0,0,175659,623,0,9,very_unsat,very_high,actively_looking_into_it,STAY
zero,43136,76,0,568002,222,5,12,unsat,very_high,considering,STAY
one,117285,239,0,323043,692,14,8,very_unsat,very_high,actively_looking_into_it,STAY
zero,92297,0,0,289311,344,0,13,very_unsat,high,never_thought,LEAVE
one,35593,162,17,165027,131,18,4,very_unsat,very_high,considering,LEAVE
zero,80105,0,0,384043,370,0,15,very_sat,very_little,considering,STAY
zero,53615,172,7,634916,271,14,4,sat,little,considering,STAY
zero,55461,233,0,965155,256,12,8,unsat,very_little,never_thought,STAY
zero,24579,46,8,894859,692,5,6,unsat,high,actively_looking_into_it,STAY
zero,75566,61,25,288001,274,4,1,very_unsat,little,actively_looking_into_it,STAY
one,112604,0,41,204093,839,0,1,avg,very_high,no,STAY
zero,56172,0,5,253974,255,0,5,sat,very_little,actively_looking_into_it,STAY
one,61183,153,14,248223,377,14,5,unsat,little,no,STAY
zero,45368,196,0,300225,188,15,15,very_unsat,little,considering,LEAVE
one,120929,215,17,195065,642,10,4,very_unsat,little,considering,LEAVE
zero,66257,0,0,216566,272,1,13,very_unsat,very_little,perhaps,STAY
one,151252,0,21,851549,777,0,1,very_unsat,avg,considering,STAY
one,58494,0,23,248191,280,1,5,very_unsat,little,actively_looking_into_it,STAY
one,87268,64,81,432619,338,4,1,very_unsat,little,considering,LEAVE
zero,85800,186,9,944002,358,19,4,very_unsat,high,actively_looking_into_it,STAY
zero,153778,0,9,430324,663,0,4,very_sat,very_little,considering,STAY
zero,58864,0,10,178175,354,27,5,unsat,very_little,considering,STAY
zero,83746,217,20,190270,365,18,4,very_unsat,very_little,considering,LEAVE
zero,114233,170,0,301547,677,11,9,unsat,little,actively_looking_into_it,LEAVE
zero,93503,172,22,827837,372,28,6,very_unsat,little,considering,STAY
zero,140695,210,0,166196,647,16,11,very_unsat,little,no,STAY
one,98031,39,77,741268,336,4,1,very_sat,little,no,STAY
one,105249,62,39,179291,661,4,2,sat,avg,considering,LEAVE
zero,32565,58,18,165565,209,4,5,very_sat,very_little,actively_looking_into_it,STAY
one,57336,0,17,242739,170,0,5,very_unsat,very_high,actively_looking_into_it,STAY
one,78747,243,16,867648,329,12,6,very_unsat,very_little,perhaps,STAY
one,22494,61,51,658711,147,4,2,very_unsat,very_little,actively_looking_into_it,STAY
one,80338,24,60,551850,354,3,11,very_unsat,little,considering,STAY
one,51458,162,0,522983,352,20,12,avg,high,considering,LEAVE
one,30946,195,54,631785,168,16,2,sat,avg,considering,STAY
zero,30643,48,57,642989,229,4,2,unsat,very_high,never_thought,STAY
one,126615,0,12,496721,685,0,4,very_unsat,very_little,no,STAY
one,28117,249,15,501513,216,13,5,very_unsat,very_little,no,STAY
zero,112238,204,58,304549,755,18,2,very_sat,little,no,LEAVE
one,39986,0,0,776421,602,0,4,very_unsat,little,no,STAY
one,29480,209,70,266346,142,15,2,very_sat,avg,considering,STAY
zero,24386,39,0,966683,130,5,12,very_unsat,very_little,considering,STAY
zero,136768,67,36,821093,173,3,1,very_unsat,very_little,actively_looking_into_it,STAY
zero,69984,68,9,562815,318,10,4,very_unsat,very_high,no,STAY
one,78625,79,25,802156,389,4,2,very_sat,very_high,considering,STAY
one,139964,75,39,194876,589,5,9,very_unsat,little,actively_looking_into_it,STAY
zero,123565,33,31,290728,427,3,1,avg,high,actively_looking_into_it,STAY
zero,77487,0,0,217535,370,0,11,very_sat,very_high,actively_looking_into_it,STAY
one,122775,0,0,203731,781,12,4,very_unsat,very_high,perhaps,STAY
one,20065,0,0,390113,180,0,15,unsat,little,actively_looking_into_it,STAY
one,85363,177,27,921515,364,18,1,very_unsat,little,actively_looking_into_it,STAY
zero,61506,0,41,652316,309,1,1,unsat,very_high,perhaps,STAY
zero,74580,37,75,823787,381,3,2,very_unsat,very_little,never_thought,STAY
zero,54329,179,31,165617,326,28,2,very_sat,little,considering,LEAVE
zero,23252,0,0,449937,144,0,11,very_sat,little,actively_looking_into_it,LEAVE
zero,124497,64,0,470898,624,5,6,unsat,little,never_thought,STAY
zero,28124,0,12,266120,245,1,5,unsat,very_little,considering,STAY
zero,118678,40,23,162076,372,4,4,very_unsat,very_little,perhaps,STAY
one,131788,0,0,555724,507,22,10,very_sat,very_high,actively_looking_into_it,LEAVE
one,100818,76,17,893922,828,5,1,very_sat,very_high,no,STAY
zero,27739,168,0,524347,217,25,10,unsat,very_little,actively_looking_into_it,LEAVE
one,65981,177,31,870290,293,16,2,sat,very_high,perhaps,LEAVE
zero,49514,47,0,882200,149,5,12,very_unsat,high,never_thought,STAY
one,48489,0,18,726865,163,0,4,very_unsat,little,never_thought,STAY
one,71845,62,25,163090,386,5,1,very_unsat,little,considering,LEAVE
one,64950,225,73,350018,142,12,2,very_sat,little,actively_looking_into_it,LEAVE
zero,136744,80,67,829123,830,5,2,very_sat,very_high,considering,STAY
one,109975,72,0,253354,546,4,11,very_unsat,very_little,considering,STAY
one,45988,46,32,542890,143,5,2,unsat,very_little,actively_looking_into_it,STAY
zero,36288,215,73,847076,234,23,2,very_unsat,very_high,actively_looking_into_it,STAY
zero,40274,181,26,310749,147,21,1,very_unsat,very_high,considering,LEAVE
one,145115,0,0,175115,507,1,11,very_sat,little,considering,STAY
one,68895,197,18,198354,315,10,12,sat,little,considering,STAY
one,38913,188,31,835249,217,29,2,unsat,very_high,considering,STAY
zero,63108,43,0,203812,359,5,11,very_sat,very_little,never_thought,LEAVE
one,50764,51,61,374490,852,1,2,unsat,little,no,STAY
one,92843,184,69,214578,360,21,4,very_unsat,very_little,considering,LEAVE
one,39314,230,29,758679,165,17,1,unsat,very_high,considering,STAY
zero,49612,239,8,718540,175,28,6,unsat,very_little,considering,STAY
zero,24025,84,31,549341,187,4,6,very_unsat,very_little,no,STAY
zero,28306,0,0,472975,224,1,14,very_unsat,little,considering,STAY
one,39075,55,23,774722,196,5,6,very_unsat,little,never_thought,STAY
zero,60984,189,0,614200,286,5,9,avg,little,considering,STAY
one,113988,0,15,424566,879,1,5,very_unsat,high,considering,STAY
one,38355,0,33,966842,134,4,2,very_sat,little,actively_looking_into_it,STAY
one,70528,226,12,235130,341,24,6,very_sat,very_high,actively_looking_into_it,LEAVE
zero,155565,45,0,427519,709,4,12,very_unsat,avg,perhaps,STAY
one,116175,181,0,504093,473,5,15,very_unsat,very_little,no,STAY
one,38882,56,15,368495,152,5,6,unsat,little,actively_looking_into_it,STAY
one,63379,65,0,212288,276,5,15,very_unsat,avg,considering,STAY
one,84601,0,22,222028,336,1,6,very_unsat,very_little,no,STAY
zero,143236,46,0,778759,857,3,11,unsat,little,no,STAY
one,53891,205,0,616536,336,19,11,very_sat,very_high,considering,STAY
one,79129,61,72,497995,276,3,14,avg,very_little,never_thought,LEAVE
one,117233,189,14,359144,511,12,6,very_unsat,little,considering,LEAVE
zero,78750,191,20,242577,292,28,5,very_unsat,avg,no,LEAVE
zero,43215,0,50,286769,242,0,1,unsat,little,no,STAY
one,108763,54,23,719462,767,5,4,very_unsat,very_high,considering,LEAVE
one,68553,65,60,759128,307,4,1,very_unsat,very_little,considering,STAY
one,37589,143,0,606461,148,16,14,very_unsat,very_little,perhaps,STAY
one,50910,204,72,602885,224,18,2,very_unsat,little,actively_looking_into_it,STAY
zero,107738,171,86,332790,845,10,2,sat,very_little,never_thought,STAY
one,21194,0,75,660361,165,1,1,avg,little,never_thought,STAY
one,34760,49,87,667823,172,5,1,unsat,very_little,actively_looking_into_it,STAY
one,123036,252,76,557623,522,18,1,very_unsat,very_high,actively_looking_into_it,STAY
one,48335,0,14,891339,231,1,6,very_unsat,very_high,never_thought,STAY
one,68124,56,0,968585,264,4,11,avg,little,actively_looking_into_it,STAY
zero,94944,0,17,260579,334,1,5,unsat,very_high,considering,LEAVE
one,28018,53,0,629837,159,4,13,very_sat,very_high,considering,STAY
one,140743,0,36,254533,597,0,1,very_unsat,very_high,actively_looking_into_it,STAY
zero,95594,0,19,280743,259,0,11,very_sat,very_little,considering,STAY
one,44752,171,0,150756,190,24,12,unsat,very_little,actively_looking_into_it,STAY
zero,77125,56,68,678900,318,3,1,unsat,very_high,actively_looking_into_it,STAY
one,107190,165,0,306861,816,1,10,unsat,little,no,STAY
one,45654,36,0,887889,244,5,10,avg,little,no,STAY
one,95394,71,0,211507,257,4,9,avg,little,actively_looking_into_it,STAY
zero,49455,0,0,867801,190,0,11,very_unsat,very_high,considering,STAY
one,145490,0,0,514136,570,1,9,very_unsat,high,actively_looking_into_it,STAY
zero,122158,0,17,152952,414,0,4,very_sat,very_little,never_thought,STAY
zero,89719,0,0,962420,360,0,11,very_unsat,little,no,STAY
one,61031,213,24,689861,308,14,4,very_unsat,very_little,considering,STAY
one,31199,0,8,162840,198,1,5,unsat,little,no,STAY
zero,41883,0,8,523111,228,0,6,very_sat,little,considering,LEAVE
one,103454,0,15,681127,897,1,5,unsat,very_high,never_thought,STAY
zero,36925,202,8,660043,221,19,8,very_sat,little,actively_looking_into_it,STAY
zero,134518,0,21,462920,545,1,6,very_sat,very_little,considering,STAY
one,41680,0,86,470246,213,1,13,very_unsat,high,no,LEAVE
zero,158497,66,6,508470,215,5,6,unsat,little,actively_looking_into_it,STAY
zero,150725,163,22,251338,550,24,4,unsat,very_high,considering,STAY
zero,101965,48,9,476432,659,4,6,very_unsat,little,no,LEAVE
zero,23499,0,74,391123,201,0,13,very_unsat,very_little,no,STAY
one,71177,0,0,239175,171,0,8,unsat,very_little,actively_looking_into_it,STAY
one,74966,0,10,215384,355,0,5,very_unsat,little,no,STAY
one,146639,198,25,641275,673,21,1,very_sat,very_high,never_thought,LEAVE
one,52699,66,17,675872,379,5,6,unsat,high,actively_looking_into_it,STAY
zero,85652,86,0,744461,308,4,10,very_sat,very_high,considering,STAY
zero,79462,49,54,945741,305,5,2,very_sat,very_high,no,STAY
one,80411,0,22,762766,365,22,6,very_unsat,very_high,actively_looking_into_it,STAY
zero,135785,43,18,199646,874,3,4,avg,little,considering,STAY
one,143013,0,25,797214,438,1,2,avg,avg,never_thought,STAY
zero,122723,219,43,398166,481,18,1,very_unsat,very_high,considering,LEAVE
zero,97307,0,14,959612,363,0,6,very_sat,very_little,considering,STAY
one,26384,77,0,919517,136,5,1,unsat,high,considering,STAY
zero,121940,219,51,710861,595,17,2,very_sat,very_little,considering,STAY
one,39696,43,0,414100,246,5,14,very_unsat,little,considering,STAY
zero,62259,54,43,928387,393,3,2,unsat,avg,never_thought,STAY
zero,24347,0,0,971631,144,10,2,very_unsat,little,considering,STAY
zero,125622,0,33,993580,798,0,2,unsat,little,actively_looking_into_it,STAY
zero,74307,220,0,647491,260,14,9,very_sat,avg,considering,STAY
one,126897,60,60,155607,871,5,1,unsat,little,considering,LEAVE
one,21119,175,86,691602,234,20,4,very_unsat,very_little,actively_looking_into_it,STAY
zero,149336,0,0,490184,427,0,13,very_unsat,very_little,no,STAY
one,125105,85,27,760117,485,3,2,very_unsat,little,actively_looking_into_it,LEAVE
one,67952,0,12,576992,360,0,4,sat,high,actively_looking_into_it,STAY
zero,52461,73,51,890903,300,5,1,very_sat,little,considering,STAY
zero,21171,0,0,566671,184,1,13,very_unsat,very_high,considering,LEAVE
one,64490,0,0,559601,371,1,13,very_unsat,very_high,never_thought,STAY
one,51514,0,10,163023,185,1,1,very_sat,little,no,STAY
zero,46369,181,6,230513,178,18,4,very_sat,little,considering,LEAVE
zero,159400,44,19,889550,639,4,4,unsat,very_little,considering,STAY
one,30532,0,49,164813,211,0,14,very_sat,very_little,considering,STAY
one,66339,0,67,438253,383,1,1,very_sat,little,considering,LEAVE
one,34505,51,24,188348,212,4,4,unsat,very_high,actively_looking_into_it,STAY
zero,57445,62,10,930353,352,3,5,very_unsat,very_high,no,LEAVE
zero,132145,0,8,257222,324,1,5,very_sat,very_little,actively_looking_into_it,STAY
zero,36154,67,13,413672,222,4,5,very_sat,little,considering,STAY
zero,98886,45,15,470018,279,3,6,avg,little,never_thought,LEAVE
zero,27247,0,9,617445,172,1,6,very_unsat,little,no,STAY
one,97369,48,0,426512,322,4,1,unsat,little,no,LEAVE
one,45939,0,35,864114,138,0,2,unsat,very_little,never_thought,STAY
one,40909,0,0,324249,145,0,11,very_unsat,very_high,perhaps,STAY
zero,36954,0,20,801029,188,0,5,very_sat,little,never_thought,STAY
one,85523,243,0,681624,196,19,11,unsat,very_little,actively_looking_into_it,STAY
one,22454,239,21,347575,205,20,5,avg,very_high,considering,STAY
zero,24656,189,22,582223,217,20,5,very_unsat,very_little,perhaps,LEAVE
one,104526,0,0,899999,436,1,9,very_sat,little,actively_looking_into_it,STAY
zero,129030,0,0,932133,238,1,14,avg,very_high,actively_looking_into_it,STAY
zero,98367,0,86,362493,313,1,1,very_sat,little,actively_looking_into_it,STAY
one,152739,154,24,182108,495,26,6,very_sat,high,perhaps,LEAVE
zero,32083,158,75,162001,153,24,2,very_unsat,very_high,no,STAY
zero,119097,77,0,999472,777,3,11,very_unsat,very_little,actively_looking_into_it,STAY
zero,29731,0,49,260238,235,0,2,very_sat,little,considering,STAY
zero,127966,67,0,313181,867,4,15,unsat,little,considering,LEAVE
zero,93576,189,0,962142,333,10,9,unsat,very_high,actively_looking_into_it,STAY
one,59898,197,44,509727,762,1,1,unsat,little,considering,STAY
one,46552,176,20,367716,183,27,6,very_unsat,avg,considering,STAY
zero,139728,154,0,178845,556,27,15,unsat,very_high,no,STAY
one,68247,0,0,757130,298,0,8,unsat,very_high,actively_looking_into_it,STAY
zero,68747,0,0,264230,380,1,12,very_unsat,little,considering,STAY
zero,29348,0,42,208605,132,1,1,very_unsat,very_high,considering,STAY
one,54273,53,24,501092,356,4,6,very_unsat,little,considering,STAY
one,135550,78,16,196892,855,5,4,very_unsat,little,considering,STAY
zero,72119,225,0,578118,471,12,8,unsat,little,considering,STAY
one,75120,257,43,154249,309,18,1,unsat,very_high,actively_looking_into_it,STAY
zero,32280,0,0,620073,216,1,13,unsat,very_high,considering,STAY
zero,54634,42,0,156675,375,3,14,unsat,very_little,actively_looking_into_it,STAY
zero,26962,0,18,922409,132,1,5,very_unsat,little,no,STAY
zero,157428,0,74,173237,756,0,1,unsat,little,actively_looking_into_it,STAY
zero,35776,0,44,967341,135,0,1,avg,little,actively_looking_into_it,STAY
one,125055,0,12,219271,551,0,6,very_sat,avg,considering,STAY
zero,132647,253,22,155791,653,25,5,sat,little,considering,STAY
zero,114740,0,61,323057,518,0,2,unsat,very_little,considering,LEAVE
zero,20045,167,0,817583,867,12,15,avg,little,considering,STAY
one,25379,0,87,891862,232,1,1,avg,very_high,no,LEAVE
one,138969,85,0,170509,827,3,9,unsat,very_high,considering,STAY
one,64625,0,14,176406,345,1,4,very_unsat,little,considering,STAY
one,123599,42,0,970641,468,3,8,very_sat,very_high,considering,STAY
one,61641,182,51,631589,378,5,1,very_sat,avg,actively_looking_into_it,STAY
one,82373,57,0,912410,306,5,14,unsat,little,no,STAY
one,63236,0,69,862634,821,1,2,very_unsat,high,actively_looking_into_it,STAY
one,85627,0,50,319274,299,0,1,very_sat,little,actively_looking_into_it,STAY
one,53130,0,5,225070,299,0,4,very_sat,little,considering,STAY
one,119755,232,21,771758,371,26,5,very_unsat,very_high,no,STAY
one,129918,63,34,505272,768,4,12,very_unsat,high,considering,LEAVE
one,47443,62,38,723488,189,3,2,very_sat,very_little,actively_looking_into_it,LEAVE
one,20442,54,88,252266,172,4,2,very_sat,very_little,never_thought,STAY
zero,122280,48,0,670390,582,4,13,unsat,very_high,no,STAY
one,58530,0,64,166357,329,0,2,very_unsat,little,considering,STAY
one,110112,0,0,844197,862,0,11,unsat,little,considering,STAY
zero,49163,0,9,896458,211,1,4,avg,high,no,STAY
one,123532,0,15,300695,897,0,4,very_unsat,very_high,perhaps,STAY
zero,53302,191,24,980834,292,16,1,very_unsat,very_little,considering,STAY
zero,140316,0,46,532665,622,0,1,very_sat,little,never_thought,STAY
zero,34653,0,15,150939,847,1,6,unsat,very_high,considering,STAY
one,115437,50,57,321667,738,5,1,unsat,little,considering,STAY
one,39363,0,23,704168,217,1,4,very_unsat,little,no,STAY
one,37908,148,70,515646,187,12,1,unsat,very_little,never_thought,STAY
one,24377,0,0,943331,211,0,12,very_unsat,very_little,considering,STAY
one,35483,0,22,810900,142,1,5,very_sat,little,actively_looking_into_it,LEAVE
one,85391,157,82,376669,331,14,1,very_unsat,very_high,considering,STAY
one,36582,0,0,582900,170,0,11,very_unsat,little,perhaps,STAY
zero,152276,246,5,394410,888,3,6,very_unsat,very_high,no,STAY
zero,150741,0,7,312581,247,0,4,avg,very_high,never_thought,STAY
one,114788,70,13,367239,653,3,5,unsat,very_high,no,STAY
one,34519,0,10,713849,243,1,5,very_unsat,very_little,considering,STAY
zero,30565,0,0,209579,156,0,11,unsat,little,considering,STAY
one,26669,0,84,723189,314,1,1,very_unsat,little,considering,STAY
zero,94279,212,0,604574,334,26,8,unsat,little,actively_looking_into_it,STAY
zero,72242,0,40,953990,334,1,2,very_sat,very_high,no,STAY
zero,66178,0,37,785088,300,1,1,very_sat,little,actively_looking_into_it,STAY
one,32198,57,0,202262,160,4,9,very_sat,little,never_thought,STAY
one,23865,0,16,934835,227,0,4,very_sat,very_high,no,STAY
one,78914,0,0,943137,388,0,8,sat,little,no,STAY
zero,104544,0,0,158888,452,0,11,unsat,avg,actively_looking_into_it,STAY
zero,75837,0,0,461691,536,0,10,very_sat,avg,perhaps,STAY
zero,25969,0,22,938549,234,1,5,avg,little,never_thought,STAY
one,118008,63,43,157907,835,3,2,very_sat,little,actively_looking_into_it,STAY
one,25304,215,15,366997,169,11,8,very_unsat,little,no,STAY
zero,31417,199,77,518933,374,4,2,sat,little,considering,STAY
zero,34148,186,21,369813,199,23,4,very_sat,very_little,considering,STAY
zero,29594,0,24,452577,196,1,6,sat,high,actively_looking_into_it,STAY
zero,31914,0,20,444506,234,1,6,very_unsat,high,considering,STAY
zero,67987,46,89,786300,304,4,2,avg,very_high,no,STAY
zero,120807,38,0,635734,537,4,9,very_sat,very_little,considering,STAY
zero,132030,48,20,582929,721,5,9,sat,little,no,STAY
one,20755,147,0,235724,130,28,11,very_sat,high,considering,LEAVE
one,93448,49,67,930368,383,4,2,unsat,little,considering,STAY
zero,159358,194,19,451506,575,28,6,very_unsat,little,considering,STAY
one,30398,214,20,494498,213,16,6,very_unsat,little,actively_looking_into_it,STAY
one,73792,0,6,545240,392,5,6,sat,avg,considering,STAY
one,91002,209,28,473546,267,18,1,very_unsat,very_high,no,STAY
zero,97107,184,0,867953,340,27,10,very_unsat,very_high,considering,STAY
zero,157431,0,69,236575,877,4,1,very_sat,very_little,considering,LEAVE
one,40999,0,65,725706,209,1,2,very_sat,very_high,actively_looking_into_it,STAY
zero,36093,0,0,889286,243,0,8,very_unsat,very_high,considering,STAY
zero,25580,0,22,979940,130,1,14,avg,little,never_thought,STAY
zero,124091,83,11,174397,246,5,4,very_unsat,very_high,no,STAY
zero,71431,55,0,284946,547,4,14,very_unsat,little,considering,STAY
one,77071,206,0,158734,348,28,8,very_unsat,little,actively_looking_into_it,STAY
zero,121319,205,63,824793,501,15,13,very_unsat,little,no,STAY
zero,74653,0,0,835791,323,1,8,unsat,little,actively_looking_into_it,STAY
zero,102297,57,59,728248,272,5,2,very_sat,little,actively_looking_into_it,STAY
zero,78626,197,64,284453,250,23,1,very_sat,very_high,considering,STAY
one,43911,0,15,273791,225,0,6,very_sat,very_high,no,STAY
zero,32355,46,0,861169,174,4,15,very_sat,little,considering,STAY
one,142259,0,75,507070,536,0,1,unsat,very_high,considering,LEAVE
one,36612,227,68,202277,163,13,2,avg,little,considering,LEAVE
zero,70314,0,5,366370,280,1,6,very_sat,high,considering,STAY
one,61565,62,0,152258,274,4,9,very_unsat,very_little,never_thought,STAY
one,25486,49,72,215463,173,4,2,very_sat,very_high,actively_looking_into_it,STAY
zero,89139,175,0,358062,384,17,13,unsat,little,perhaps,LEAVE
one,129262,0,10,593152,514,1,6,very_unsat,high,considering,STAY
one,142994,75,57,344377,821,13,1,avg,very_little,actively_looking_into_it,LEAVE
zero,83785,167,20,207254,321,18,5,avg,little,actively_looking_into_it,LEAVE
zero,101746,0,7,223810,748,1,6,very_sat,little,actively_looking_into_it,STAY
zero,103960,207,22,602133,455,5,6,avg,high,actively_looking_into_it,LEAVE
zero,34804,0,77,209064,138,19,1,unsat,very_little,actively_looking_into_it,STAY
one,45517,0,75,412913,454,23,1,unsat,little,considering,STAY
zero,38148,0,0,338171,133,0,8,very_sat,little,considering,STAY
zero,47238,224,13,155134,233,20,4,very_unsat,very_little,actively_looking_into_it,LEAVE
one,28798,0,38,153533,200,1,1,very_sat,little,never_thought,STAY
zero,43455,0,24,804654,233,0,4,very_unsat,very_little,considering,STAY
one,123538,0,0,895473,693,0,14,very_unsat,little,actively_looking_into_it,STAY
zero,76816,0,40,871511,356,1,1,very_unsat,little,actively_looking_into_it,STAY
zero,156028,0,78,204491,524,0,1,sat,very_little,considering,STAY
one,74583,0,0,527407,354,1,15,very_unsat,little,considering,LEAVE
zero,54624,0,5,519550,288,0,5,unsat,little,considering,STAY
zero,134037,187,9,997755,748,28,6,unsat,very_high,considering,STAY
zero,127124,159,0,283916,599,11,10,avg,high,actively_looking_into_it,STAY
one,137569,0,7,503281,574,0,6,unsat,very_little,considering,STAY
zero,138869,0,17,572148,805,0,1,avg,little,actively_looking_into_it,STAY
one,32851,60,0,797038,225,4,10,very_sat,little,actively_looking_into_it,STAY
zero,33205,204,55,162013,219,4,2,sat,very_little,considering,STAY
zero,122977,0,17,431095,493,1,6,very_sat,very_little,considering,STAY
zero,157285,71,0,451018,150,3,8,very_sat,little,considering,STAY
zero,119745,41,44,269792,499,3,2,very_unsat,little,actively_looking_into_it,STAY
one,91694,0,6,232383,351,0,4,very_unsat,very_high,actively_looking_into_it,STAY
zero,124013,0,55,518958,793,1,2,very_sat,very_high,considering,LEAVE
zero,135334,0,39,317689,211,0,1,very_unsat,very_little,considering,STAY
zero,48257,184,0,270309,230,15,15,very_unsat,little,considering,LEAVE
one,128182,0,0,814566,558,0,14,avg,little,perhaps,LEAVE
one,22006,0,11,571167,227,0,6,unsat,very_high,actively_looking_into_it,STAY
one,89399,42,0,594095,250,3,11,very_sat,little,considering,STAY
one,116865,0,10,269382,899,0,5,unsat,very_high,no,STAY
zero,90610,0,18,768218,205,1,5,very_unsat,avg,considering,STAY
one,23732,68,0,906210,189,5,11,very_sat,little,considering,STAY
one,23714,77,28,518739,200,4,1,sat,very_little,actively_looking_into_it,LEAVE
one,100892,0,0,163779,455,1,15,very_unsat,little,never_thought,LEAVE
one,25313,46,74,618153,141,5,1,very_sat,very_high,no,STAY
one,131330,0,10,214982,730,1,4,very_unsat,very_little,considering,STAY
one,74916,0,5,873325,584,17,6,avg,high,considering,STAY
one,89685,29,0,451898,294,5,13,very_unsat,little,actively_looking_into_it,STAY
one,21693,231,8,299898,160,29,4,unsat,very_high,considering,STAY
one,114569,0,11,236660,846,1,5,unsat,high,considering,STAY
zero,31915,162,17,937441,150,23,6,unsat,very_little,no,STAY
zero,68345,61,88,969542,271,3,6,unsat,very_high,considering,STAY
zero,48400,0,13,185009,163,1,6,sat,high,perhaps,STAY
one,143191,0,88,308273,792,1,2,avg,little,considering,STAY
one,132780,85,0,865323,665,3,6,very_sat,little,actively_looking_into_it,STAY
one,86658,184,12,246572,253,29,5,very_sat,very_high,considering,LEAVE
zero,37627,0,6,261686,224,0,6,very_unsat,very_little,no,STAY
zero,106522,209,8,834382,859,24,4,very_unsat,high,no,STAY
one,69079,0,17,423550,261,1,9,avg,very_little,never_thought,STAY
one,95548,73,70,326275,364,11,2,very_unsat,high,never_thought,STAY
zero,35319,192,66,269330,226,22,10,very_unsat,very_little,actively_looking_into_it,LEAVE
zero,139411,0,87,318282,839,0,2,unsat,little,considering,STAY
one,54128,186,85,237829,291,25,1,very_sat,high,considering,STAY
one,22367,221,0,756151,149,19,10,unsat,little,considering,STAY
one,36034,32,24,186377,240,4,1,unsat,little,considering,STAY
zero,129609,29,53,241594,575,3,2,avg,very_little,considering,STAY
one,93634,75,16,156464,309,4,6,unsat,very_high,considering,LEAVE
zero,65775,79,66,185799,288,4,6,very_unsat,little,actively_looking_into_it,STAY
one,41934,210,0,656856,130,15,8,very_sat,very_little,actively_looking_into_it,LEAVE
one,33472,0,15,747846,145,0,4,very_unsat,very_high,actively_looking_into_it,STAY
zero,85208,0,0,554052,286,0,9,very_unsat,very_little,perhaps,STAY
zero,101669,0,56,244415,667,1,4,very_unsat,little,actively_looking_into_it,STAY
one,112292,87,0,215687,693,5,6,unsat,high,no,STAY
one,106819,0,72,216863,809,1,2,sat,little,actively_looking_into_it,LEAVE
zero,134436,54,10,751637,726,3,4,very_unsat,little,perhaps,STAY
zero,35413,59,65,952249,208,5,1,avg,high,actively_looking_into_it,STAY
zero,29206,0,0,511892,164,1,12,sat,very_little,no,STAY
zero,43970,67,15,227611,188,5,4,very_sat,little,considering,STAY
zero,87352,51,67,907927,362,3,1,very_unsat,very_high,no,STAY
zero,143637,0,0,219865,663,1,10,very_unsat,little,no,STAY
one,43794,0,47,167475,186,1,2,very_sat,little,never_thought,STAY
zero,101257,222,24,208490,892,22,6,very_sat,very_high,no,LEAVE
one,76875,56,0,588662,359,3,8,very_unsat,very_little,never_thought,STAY
one,117503,0,0,442175,328,0,12,very_unsat,very_little,considering,STAY
zero,34816,53,18,260215,223,4,1,very_sat,very_high,considering,STAY
one,143010,15,50,351386,394,4,1,unsat,very_high,no,LEAVE
one,24837,0,30,606358,193,1,1,very_unsat,little,considering,STAY
one,41588,69,17,153180,148,4,5,unsat,very_high,no,STAY
one,112005,0,20,190594,687,1,6,very_unsat,little,no,STAY
one,29411,160,8,371750,195,15,6,very_sat,very_high,never_thought,LEAVE
zero,41412,69,6,521756,245,3,5,very_sat,avg,actively_looking_into_it,STAY
one,125269,0,0,836527,453,0,14,very_unsat,little,considering,LEAVE
one,34772,60,88,823283,217,4,1,very_unsat,very_high,actively_looking_into_it,STAY
one,142763,0,0,620364,731,1,11,very_unsat,little,considering,STAY
one,62487,0,0,234811,336,1,10,very_sat,avg,no,STAY
one,136799,0,0,441410,496,4,12,unsat,little,no,STAY
zero,117531,0,74,464741,673,1,1,sat,very_high,considering,STAY
one,126160,67,79,223719,164,4,2,very_sat,little,no,LEAVE
zero,48756,0,10,287131,156,0,5,very_unsat,little,no,STAY
zero,27352,53,63,985534,236,5,1,very_unsat,little,actively_looking_into_it,STAY
zero,97629,188,51,722664,269,19,2,unsat,very_little,considering,STAY
one,20601,164,52,292025,164,13,11,very_sat,very_high,considering,STAY
one,90494,83,8,373503,367,3,4,sat,very_little,no,STAY
