Name,Platform,Genre,Rating,Critic_Score,Critic_Count,User_Score,User_Count,Global_Sales
de Blob 2,DS,Platform,E,75,11,81,6,0.11
FIFA Soccer 06,PSP,Sports,E,77,17,76,20,0.11
Cloudy With a Chance of Meatballs,Wii,Platform,E,68,4,52,4,0.11
The Settlers,DS,Action,E,39,6,55,7,0.11
ESPN NHL Hockey,XB,Sports,E,88,25,83,24,0.11
John Daly's ProStroke Golf,PS3,Sports,E,58,23,40,8,0.11
XXX,GBA,Action,E,50,13,49,4,0.11
Gabrielle's Ghostly Groove 3D,3DS,Adventure,E,62,9,73,9,0.11
Cake Mania,DS,Puzzle,E,55,23,60,7,0.11
Disney's Extreme Skate Adventure,XB,Sports,E,76,15,82,7,0.11
Karaoke Revolution Presents American Idol Encore,X360,Misc,E,70,7,69,6,0.11
NHL Rivals 2004,XB,Sports,E,65,39,87,20,0.11
Michael Phelps: Push the Limit,X360,Sports,E,48,10,34,6,0.11
Charlie and the Chocolate Factory,XB,Adventure,E,39,20,5,8,0.11
Real World Golf,PS2,Sports,E,73,11,62,4,0.11
Ty the Tasmanian Tiger 2: Bush Rescue,XB,Platform,E,69,29,87,4,0.11
Mushroom Men: Rise of the Fungi,DS,Action,E,45,16,72,4,0.11
The Polar Express,GC,Adventure,E,40,7,46,9,0.11
Frogger: Helmet Chaos,PSP,Platform,E,66,18,63,5,0.11
NBA Live 16,XOne,Sports,E,60,17,55,62,0.11
Sonic Generations,PC,Platform,E,77,11,82,337,0.11
Bust-A-Move DS,DS,Puzzle,E,75,14,69,6,0.11
Mega Man Zero 4,GBA,Platform,E,77,17,90,21,0.11
NASCAR '14,PS3,Racing,E,67,7,45,20,0.11
Dawn of Discovery,DS,Simulation,E,82,11,72,7,0.11
Pro Evolution Soccer 2016,XOne,Sports,E,85,14,61,144,0.11
Tiger Woods PGA Tour 06,GC,Sports,E,82,19,47,4,0.11
FIFA World Cup Germany 2006,PSP,Sports,E,72,15,72,8,0.11
MLB 14: The Show,PSV,Sports,E,68,6,69,25,0.11
SimCity 2000,GBA,Simulation,E,62,9,77,11,0.11
Top Spin,PS2,Sports,E,67,28,77,12,0.1
F1 Career Challenge,PS2,Racing,E,70,15,76,15,0.1
Winning Eleven: Pro Evolution Soccer 2007,X360,Sports,E,79,22,64,33,0.1
Banjo-Pilot,GBA,Racing,E,68,22,58,9,0.1
Gallop Racer 2006,PS2,Sports,E,69,15,82,8,0.1
Patapon 2,PSP,Misc,E,81,49,82,62,0.1
Frogger: Ancient Shadow,PS2,Platform,E,54,17,39,5,0.1
Princess Debut,DS,Misc,E,71,6,73,7,0.1
Pro Evolution Soccer 2014,PC,Action,E,74,9,43,239,0.1
Gretzky NHL,PSP,Sports,E,61,23,73,10,0.1
Cloudy With a Chance of Meatballs,PS3,Platform,E,66,9,59,5,0.1
G1 Jockey 3,PS2,Sports,E,71,12,89,10,0.1
Exit DS,DS,Puzzle,E,64,25,66,6,0.1
Ride,XOne,Racing,E,54,9,52,17,0.1
NASCAR The Game: Inside Line,X360,Racing,E,72,7,33,27,0.1
Colin McRae Rally 04,XB,Racing,E,84,33,80,19,0.1
FIFA Street,XB,Sports,E,60,21,79,9,0.1
Hot Wheels: Stunt Track Challenge,XB,Racing,E,63,11,61,5,0.1
NHL 2004,GC,Sports,E,85,18,83,7,0.1
The Whispered World,PC,Adventure,E,70,41,75,77,0.1
Beach Spikers: Virtua Beach Volleyball,GC,Sports,E,76,31,80,9,0.1
Bee Movie Game,PS2,Action,E,65,11,74,4,0.1
Kelly Slater's Pro Surfer,XB,Sports,E,80,15,79,5,0.1
NFL Tour,X360,Sports,E,49,35,30,45,0.1
Sudoku Mania,DS,Puzzle,E,25,4,34,4,0.1
Myst,DS,Adventure,E,43,25,34,6,0.1
NBA Ballers: Rebound,PSP,Sports,E,69,17,76,7,0.1
Sneakers,XB,Puzzle,E,28,13,45,8,0.1
College Hoops 2K6,XB,Sports,E,82,17,91,6,0.1
Star Trek: Shattered Universe,PS2,Simulation,E,42,19,82,18,0.1
MotoGP 07,PS2,Racing,E,62,26,90,7,0.1
Cubic Ninja,3DS,Platform,E,51,15,58,14,0.1
F1 2014,PC,Racing,E,61,20,47,65,0.1
Harvest Moon: Frantic Farming,DS,Puzzle,E,72,7,67,6,0.1
Shovel Knight,WiiU,Platform,E,88,24,82,280,0.1
MotoGP 2,XB,Racing,E,87,23,84,14,0.1
"Blast Works: Build, Trade, Destroy",Wii,Shooter,E,78,30,76,17,0.1
NASCAR,PSP,Racing,E,66,13,52,6,0.1
Disney's Aladdin in Nasira's Revenge,PS,Action,E,61,11,82,7,0.09
Pac-Man World 3,GC,Platform,E,66,17,72,10,0.09
Brain Age: Concentration Training,3DS,Puzzle,E,71,11,78,17,0.09
Speed Kings,PS2,Racing,E,61,13,77,6,0.09
Little League World Series Baseball 2008,Wii,Sports,E,70,8,79,6,0.09
Winter Stars,X360,Sports,E,46,9,64,4,0.09
MotoGP,XB,Racing,E,84,18,83,16,0.09
Scaler,PS2,Platform,E,70,20,85,18,0.09
Beaterator,PSP,Misc,E,80,44,77,12,0.09
Ribbit King,PS2,Sports,E,58,10,64,4,0.09
NCAA March Madness 08,PS3,Sports,E,67,15,37,4,0.09
Atari Classics Evolved,PSP,Misc,E,64,17,59,4,0.09
Football Manager 2017,PC,Simulation,E,81,41,42,57,0.09
GripShift,PSP,Racing,E,70,37,86,22,0.09
NASCAR: Dirt to Daytona,GC,Racing,E,85,8,72,7,0.09
Road Trip,PS2,Racing,E,80,4,89,41,0.09
echochrome,PSP,Puzzle,E,79,28,76,13,0.09
Astro Boy: Omega Factor,GBA,Action,E,85,37,85,18,0.09
Lock's Quest,DS,Strategy,E,80,32,86,27,0.09
Rugby 2005,PS2,Sports,E,71,15,85,19,0.09
DriveClub VR,PS4,Racing,E,67,34,73,110,0.09
Space Invaders Extreme,PSP,Shooter,E,84,29,67,13,0.09
Super Puzzle Fighter II,GBA,Puzzle,E,83,22,94,4,0.09
World Soccer Winning Eleven 8 International,XB,Sports,E,90,25,83,11,0.09
Mahjong Cub3D,3DS,Puzzle,E,67,11,52,4,0.09
Red Bull BC One,DS,Misc,E,48,15,52,8,0.09
The Weakest Link,PS,Misc,E,63,7,71,6,0.09
GRID Autosport,X360,Racing,E,75,15,59,56,0.09
Ikaruga,GC,Shooter,E,85,52,84,42,0.09
Digimon World 4,GC,Role-Playing,E,55,4,80,19,0.09
Karaoke Revolution,XB,Misc,E,80,13,84,4,0.09
Jimmy Neutron: Boy Genius,GC,Platform,E,42,4,50,7,0.09
Henry Hatsworth in the Puzzling Adventure,DS,Puzzle,E,82,46,79,38,0.09
Rollcage Stage II,PS,Racing,E,85,7,88,16,0.09
LEGO Star Wars II: The Original Trilogy,GBA,Action,E,55,5,69,6,0.09
Top Gear Rally,GBA,Racing,E,78,12,75,5,0.09
BIT.TRIP COMPLETE,Wii,Misc,E,84,19,86,18,0.09
Rugby 15,XOne,Sports,E,20,4,30,30,0.09
The Smurfs 2,WiiU,Platform,E,42,5,55,21,0.09
Astro Boy,PS2,Action,E,54,29,68,7,0.09
Monster House,GBA,Adventure,E,69,10,89,4,0.09
Cloudy With a Chance of Meatballs,X360,Platform,E,62,12,64,11,0.09
NCAA Football 08,XB,Sports,E,82,4,80,8,0.08
1 vs. 100,DS,Misc,E,38,5,31,5,0.08
NASCAR The Game: Inside Line,PS3,Racing,E,76,4,44,15,0.08
Bomberman Jetters,GC,Puzzle,E,70,21,78,10,0.08
Disney's Donald Duck: Goin' Quackers,PS2,Platform,E,73,10,72,7,0.08
Ultimate Brain Games,GBA,Misc,E,80,9,82,7,0.08
Exit,PSP,Puzzle,E,77,36,76,13,0.08
Bejeweled 3,PC,Puzzle,E,82,27,80,86,0.08
FIFA Street 2,XB,Sports,E,63,30,70,9,0.08
Shining Soul II,GBA,Role-Playing,E,74,18,82,9,0.08
The Golf Club,PS4,Sports,E,66,11,62,67,0.08
Hello Kitty: Roller Rescue,GC,Action,E,64,14,67,6,0.08
Pac-Man World Rally,GC,Racing,E,57,10,77,4,0.08
Shovel Knight,PS4,Platform,E,90,18,75,312,0.08
Strider 2,PS,Platform,E,69,15,80,11,0.08
Pro Evolution Soccer 2013,PC,Sports,E,80,8,68,182,0.08
Grand Prix Challenge,PS2,Racing,E,76,9,91,9,0.08
FIFA Soccer 2005,GBA,Sports,E,75,4,77,5,0.08
Mega Man Legacy Collection,PS4,Platform,E,77,22,60,55,0.08
Ninjabread Man,Wii,Action,E,20,6,16,52,0.08
Swingerz Golf,GC,Sports,E,72,11,92,4,0.08
FIFA Soccer 2003,GC,Sports,E,86,12,77,10,0.08
Major League Baseball 2K11,PC,Sports,E,74,5,58,16,0.08
SafeCracker: The Ultimate Puzzle Adventure,Wii,Puzzle,E,56,7,77,4,0.08
NBA 10: The Inside,PSP,Sports,E,69,13,29,13,0.08
Line Rider 2: Unbound,DS,Puzzle,E,59,23,55,5,0.08
Harry Potter and the Sorcerer's Stone,GC,Action,E,62,11,82,6,0.08
High Heat Major League Baseball 2004,XB,Sports,E,83,14,83,8,0.08
Superman: Shadow of Apokolips,GC,Action,E,66,7,72,8,0.08
Taz Wanted,GC,Platform,E,61,5,69,5,0.08
Evolution Worlds,GC,Role-Playing,E,63,20,79,10,0.08
Code Lyoko: Fall of X.A.N.A.,DS,Adventure,E,51,11,62,4,0.08
MLB Front Office Manager,PS3,Sports,E,49,8,64,8,0.08
Song of the Deep,PS4,Action,E,69,41,72,30,0.08
Super Monkey Ball Adventure,PSP,Platform,E,56,23,58,7,0.08
Gadget Racers,PS2,Racing,E,67,10,73,7,0.08
TrackMania DS,DS,Racing,E,75,38,68,12,0.08
The Dukes of Hazzard: Return of the General Lee,XB,Racing,E,49,18,69,4,0.08
NHL Hitz 20-03,GC,Sports,E,82,12,83,5,0.08
Soul Bubbles,DS,Puzzle,E,78,33,79,22,0.08
All-Star Baseball 2004,GC,Sports,E,80,14,91,5,0.08
Valentino Rossi: The Game,PS4,Racing,E,75,19,79,50,0.08
Madden NFL 08,GC,Sports,E,75,4,69,7,0.08
Stuart Little 3: Big Photo Adventure,PS2,Platform,E,71,5,76,7,0.08
Pitfall: The Lost Expedition,GC,Platform,E,73,25,85,8,0.08
Puchi Puchi Virus,DS,Puzzle,E,73,17,41,5,0.08
P.T.O. IV: Pacific Theater of Operations,PS2,Strategy,E,71,12,65,5,0.08
Elebits: The Adventures of Kai and Zero,DS,Adventure,E,75,15,82,4,0.08
Cosmic Family,Wii,Misc,E,54,6,56,6,0.08
In The Groove,PS2,Misc,E,72,14,89,13,0.07
Magic Pengel: The Quest for Color,PS2,Role-Playing,E,74,24,74,12,0.07
Rayman 3: Hoodlum Havoc,XB,Platform,E,75,13,78,8,0.07
Superman Returns,DS,Action,E,33,8,48,13,0.07
Super Ghouls 'n Ghosts,GBA,Platform,E,78,19,87,4,0.07
Pac-Man World 3,PSP,Platform,E,61,9,59,4,0.07
Aero Elite: Combat Academy,PS2,Simulation,E,64,18,69,8,0.07
Alvin and the Chipmunks,PS2,Misc,E,33,5,44,6,0.07
Monster Racers,DS,Racing,E,70,5,89,5,0.07
Speed Zone,Wii,Racing,E,37,14,37,11,0.07
Dream Trigger 3D,3DS,Shooter,E,54,24,62,29,0.07
Homie Rollerz,DS,Racing,E,23,9,23,12,0.07
Romance of the Three Kingdoms IX,PS2,Strategy,E,74,17,88,10,0.07
MLB Front Office Manager,X360,Sports,E,47,13,45,10,0.07
Harry Potter and the Sorcerer's Stone,XB,Action,E,59,11,59,5,0.07
FIFA Soccer 2004,GC,Sports,E,83,17,61,12,0.07
Dave Mirra BMX Challenge,PSP,Sports,E,32,11,45,10,0.07
Rayman 3: Hoodlum Havoc,GC,Platform,E,77,24,82,21,0.07
Digimon World Championship,DS,Role-Playing,E,49,6,64,13,0.07
RayStorm,PS,Shooter,E,79,7,77,4,0.07
Football Manager 2010,PC,Sports,E,87,33,89,262,0.07
Pitfall: The Lost Expedition,XB,Platform,E,73,35,77,4,0.07
NHL 2005,GC,Sports,E,75,18,55,5,0.07
Microsoft Flight Simulator 2004: A Century of Flight,PC,Simulation,E,88,22,81,49,0.07
Anubis II,Wii,Platform,E,19,5,26,28,0.07
N+,DS,Platform,E,82,20,73,20,0.07
Sega Soccer Slam,GC,Sports,E,84,22,76,7,0.07
Legends of Wrestling II,GBA,Fighting,E,24,11,36,10,0.07
RedCard 20-03,PS2,Sports,E,73,19,89,6,0.07
Batman: Rise of Sin Tzu,GBA,Action,E,63,12,67,4,0.07
World Racing,XB,Racing,E,56,14,80,8,0.07
Cities XL 2012,PC,Strategy,E,61,18,55,95,0.07
Prince of Persia: The Fallen King,DS,Action,E,64,24,59,9,0.07
NHL Hitz Pro,XB,Sports,E,81,23,87,12,0.07
Bionicle,XB,Action,E,49,5,14,4,0.06
GRID 2,PC,Racing,E,80,17,56,571,0.06
Mario vs. Donkey Kong: Tipping Stars,3DS,Puzzle,E,70,15,74,48,0.06
Gradius Collection,PSP,Shooter,E,76,44,84,4,0.06
Gallop Racer 2004,PS2,Sports,E,70,15,86,12,0.06
F1 2001,XB,Racing,E,83,11,54,8,0.06
Monster Tale,DS,Platform,E,79,15,79,15,0.06
Tokobot,PSP,Platform,E,72,30,72,8,0.06
Assetto Corsa,PS4,Racing,E,73,35,61,70,0.06
TrackMania Turbo,XOne,Action,E,76,12,76,27,0.06
Jurassic Park III: Park Builder,GBA,Simulation,E,65,5,79,5,0.06
Bomberman Land,PSP,Misc,E,55,14,77,4,0.06
From The Abyss,DS,Role-Playing,E,59,9,79,5,0.06
DuckTales: Remastered,WiiU,Action,E,76,10,78,100,0.06
MX vs. ATV Supercross,X360,Racing,E,48,10,47,14,0.06
Muppets Party Cruise,PS2,Misc,E,61,11,79,6,0.06
Theme Park,DS,Simulation,E,72,15,75,14,0.06
Disney Sports Skateboarding,GC,Sports,E,36,7,46,6,0.06
Arkanoid DS,DS,Puzzle,E,61,29,69,5,0.06
Big Bang Mini,DS,Shooter,E,78,39,81,26,0.06
Song of the Deep,XOne,Action,E,66,12,68,20,0.06
Flipnic: Ultimate Pinball,PS2,Misc,E,64,28,80,12,0.06
Create,PC,Action,E,54,7,67,9,0.06
Star Trek: Tactical Assault,DS,Strategy,E,63,15,69,10,0.06
Oddworld: Munch's Oddysee,GBA,Platform,E,44,15,24,4,0.06
PoPoLoCrois,PSP,Role-Playing,E,66,41,73,17,0.06
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,Action,E,58,10,69,5,0.06
Racing Gears Advance,GBA,Racing,E,83,17,88,9,0.06
Need for Speed: Shift,PC,Racing,E,83,22,57,387,0.06
Mercury Meltdown,PSP,Action,E,78,36,77,8,0.06
Zoo Tycoon 2,PC,Strategy,E,72,34,80,43,0.06
Ivy the Kiwi?,Wii,Puzzle,E,74,30,71,12,0.06
Zone of the Enders: The Fist of Mars,GBA,Role-Playing,E,71,12,89,9,0.06
MX vs. ATV Supercross Encore,PS4,Sports,E,42,8,40,9,0.06
Tiger Woods PGA Tour 08,DS,Sports,E,81,10,75,8,0.06
Nanostray,DS,Shooter,E,71,43,76,19,0.06
Rugby World Cup 2015,PS4,Sports,E,25,6,18,39,0.06
MotorStorm RC,PSV,Racing,E,78,39,67,123,0.06
Harry Potter and the Sorcerer's Stone,PC,Action,E,65,11,77,76,0.06
NBA Live 07,XB,Sports,E,69,14,67,13,0.06
Rocket League,PC,Sports,E,86,20,81,580,0.06
V-Rally 3,PS2,Racing,E,82,10,73,14,0.06
Amazing Island,GC,Strategy,E,59,22,65,7,0.06
Alvin and the Chipmunks,Wii,Misc,E,30,4,35,20,0.05
Speed Kings,XB,Racing,E,60,16,87,4,0.05
F1 2010,PC,Racing,E,84,15,65,99,0.05
Bombastic,PS2,Puzzle,E,72,24,71,6,0.05
Sega Soccer Slam,XB,Sports,E,80,15,84,10,0.05
Rez,PS2,Shooter,E,78,34,82,28,0.05
Lufia: The Ruins of Lore,GBA,Role-Playing,E,76,12,82,8,0.05
UEFA Euro 2004: Portugal,XB,Sports,E,74,21,80,9,0.05
Airline Tycoon 2,PC,Simulation,E,57,4,54,30,0.05
Medabots: Infinity,GC,Role-Playing,E,51,6,79,7,0.05
NFL Blitz Pro,XB,Sports,E,71,14,65,8,0.05
Black Sigil: Blade of the Exiled,DS,Role-Playing,E,58,24,74,20,0.05
Wakeboarding Unleashed Featuring Shaun Murray,XB,Sports,E,80,23,87,9,0.05
Drill Dozer,GBA,Platform,E,81,34,82,10,0.05
Rhapsody: A Musical Adventure,DS,Role-Playing,E,67,24,67,12,0.05
Virtua Striker 2002,GC,Sports,E,58,20,59,5,0.05
UEFA Champions League 2006-2007,X360,Sports,E,72,27,81,10,0.05
F1 2015,PC,Racing,E,61,13,35,63,0.05
Piglet's Big Game,GC,Platform,E,70,4,79,5,0.05
IndyCar Series,XB,Racing,E,71,8,77,5,0.05
Ferrari F355 Challenge,PS2,Racing,E,70,14,43,5,0.05
Cities in Motion,PC,Simulation,E,70,20,76,105,0.05
FIFA Soccer 2004,GBA,Sports,E,82,4,78,9,0.05
Disney's Party,GC,Misc,E,39,6,77,5,0.05
Nanostray 2,DS,Shooter,E,75,23,77,8,0.05
Yanya Caballista: City Skater,PS2,Sports,E,58,13,62,7,0.05
Jenga World Tour,Wii,Misc,E,26,14,27,11,0.05
Shrek Super Party,GC,Misc,E,40,6,72,7,0.05
Bejeweled Twist,PC,Puzzle,E,78,12,72,11,0.05
GRID,DS,Racing,E,79,19,80,15,0.05
Ivy the Kiwi?,DS,Puzzle,E,69,20,62,4,0.05
OutRun 2006: Coast 2 Coast,PS2,Racing,E,81,42,87,17,0.05
The Lost Vikings,GBA,Puzzle,E,75,16,90,15,0.05
PQ2: Practical Intelligence Quotient,PSP,Puzzle,E,74,19,77,6,0.05
Woody Woodpecker: Escape from Buzz Buzzard Park,PS2,Platform,E,64,5,73,5,0.05
Whirl Tour,GC,Sports,E,61,10,89,4,0.05
Stunt GP,PS2,Racing,E,49,8,80,9,0.05
NASCAR Heat Evolution,PS4,Racing,E,66,8,37,18,0.05
Rugby 2005,XB,Sports,E,75,20,76,11,0.05
Rock 'N Roll Racing,GBA,Racing,E,80,12,93,5,0.05
Silhouette Mirage,PS,Platform,E,69,8,74,4,0.05
Rugby 06,PS2,Sports,E,70,6,77,27,0.05
2002 FIFA World Cup,GC,Sports,E,78,9,76,6,0.05
Colin McRae Rally 2005,XB,Racing,E,83,35,74,6,0.05
Saiyuki: Journey West,PS,Strategy,E,73,9,70,9,0.05
DuckTales: Remastered,PS3,Action,E,75,31,73,135,0.05
World Championship Pool 2004,PS2,Sports,E,60,4,66,6,0.05
Need for Speed Underground,PC,Racing,E,82,24,82,307,0.05
Virtua Tennis 3,PSP,Sports,E,79,17,76,13,0.05
Hoshigami: Ruining Blue Earth,PS,Role-Playing,E,62,9,86,26,0.05
Ship Simulator Extremes,PC,Simulation,E,49,5,61,27,0.05
Pro Evolution Soccer 2017,XOne,Sports,E,87,12,60,84,0.05
FIFA Soccer 10,PC,Sports,E,72,14,37,59,0.05
FIFA Manager 12,PC,Sports,E,72,11,38,24,0.05
Gitaroo Man,PS2,Misc,E,82,21,86,25,0.05
Pool Party,Wii,Sports,E,32,13,7,6,0.05
Rapala Fishing Frenzy 2009,X360,Sports,E,41,5,71,6,0.05
Wonder World Amusement Park,Wii,Misc,E,37,9,44,4,0.05
Ride 2,PS4,Racing,E,71,19,79,12,0.05
Wing Island,Wii,Simulation,E,47,32,48,8,0.05
March of the Penguins,DS,Adventure,E,34,8,16,6,0.05
The Bible Game,XB,Misc,E,60,6,26,13,0.05
Bubble Bobble Revolution,DS,Puzzle,E,38,19,61,6,0.05
Pool Hall Pro,Wii,Sports,E,62,5,52,4,0.05
Microsoft Train Simulator,PC,Simulation,E,84,16,83,21,0.05
Pony Friends,DS,Simulation,E,67,8,65,12,0.04
S̩bastien Loeb Rally Evo,PS4,Racing,E,71,28,80,73,0.04
Disney's Donald Duck: Goin' Quackers,GC,Platform,E,61,7,29,4,0.04
Virtua Tennis 3,X360,Sports,E,80,34,67,26,0.04
Pro Evolution Soccer 2016,PC,Sports,E,76,12,42,286,0.04
Backyard Baseball '09,Wii,Sports,E,37,4,77,5,0.04
Dai Senryaku VII: Modern Military Tactics,XB,Strategy,E,74,11,87,6,0.04
FIFA Street 2,DS,Sports,E,43,5,74,4,0.04
City Life: World Edition,PC,Simulation,E,75,7,81,9,0.04
Smash Court Tennis 3,PSP,Sports,E,68,30,62,4,0.04
LEGO Friends,3DS,Action,E,43,4,82,4,0.04
NASCAR 07,XB,Racing,E,72,26,69,4,0.04
Dance Dance Revolution Disney Mix,PS,Simulation,E,74,7,82,13,0.04
Thrillville: Off the Rails,DS,Strategy,E,59,6,61,5,0.04
Gravity Falls: Legend of the Gnome Gemulets,3DS,Action,E,46,4,57,10,0.04
Rugby Challenge 3,PS4,Sports,E,64,4,67,12,0.04
Star Trek: Shattered Universe,XB,Simulation,E,41,21,39,10,0.04
Test Drive: Ferrari Legends,PS3,Racing,E,62,19,48,22,0.04
Virtua Tennis 4,PC,Sports,E,66,5,72,43,0.04
GRID,PC,Racing,E,87,25,78,463,0.04
NHL Hitz Pro,GC,Sports,E,81,15,77,5,0.04
Superman: Countdown to Apokolips,GBA,Platform,E,47,5,56,6,0.04
Antz Extreme Racing,PS2,Racing,E,31,5,49,8,0.04
Patrician IV,PC,Strategy,E,66,18,63,34,0.04
Fisherman's Challenge,PS2,Sports,E,67,7,74,4,0.04
Pure Pinball,XB,Misc,E,68,11,84,6,0.04
Colin McRae Rally 3,XB,Racing,E,86,25,73,14,0.04
FIFA World Cup Germany 2006,DS,Sports,E,71,7,71,6,0.04
Meteos: Disney Magic,DS,Puzzle,E,74,36,65,5,0.04
Beyblade Evolution,3DS,Action,E,49,7,62,4,0.04
Rugby 08,PS2,Sports,E,74,21,73,25,0.04
Ferrari Challenge Trofeo Pirelli,PS3,Racing,E,71,37,61,26,0.04
Bubble Bobble Double Shot,DS,Puzzle,E,50,12,47,4,0.04
Scaler,GC,Platform,E,69,11,72,8,0.04
Harry Potter and the Prisoner of Azkaban,PC,Action,E,67,19,71,50,0.04
OutRun 2006: Coast 2 Coast,PSP,Racing,E,82,31,80,14,0.04
World of Goo,PC,Puzzle,E,90,26,84,607,0.04
Railroad Tycoon 3,PC,Strategy,E,80,19,76,57,0.04
FunkMaster Flex's Digital Hitz Factory,PS2,Misc,E,71,6,88,10,0.04
Tour de France 2014,PS4,Sports,E,53,9,50,22,0.03
RedCard 20-03,XB,Sports,E,67,8,89,4,0.03
Hotel Giant 2,PC,Strategy,E,58,7,24,19,0.03
Sabre Wulf,GBA,Platform,E,75,27,79,4,0.03
Women's Volleyball Championship,PS2,Sports,E,32,7,39,4,0.03
WRC: FIA World Rally Championship,PSP,Racing,E,67,18,77,19,0.03
Rapala Tournament Fishing!,X360,Sports,E,41,4,79,6,0.03
Superstars V8 Racing,PS3,Racing,E,66,29,48,9,0.03
Yumi's Odd Odyssey,3DS,Platform,E,74,13,76,23,0.03
EverBlue 2,PS2,Adventure,E,59,21,74,4,0.03
Electroplankton,DS,Misc,E,71,49,69,37,0.03
FIFA World Cup: Germany 2006,GBA,Sports,E,57,4,68,7,0.03
Earthworm Jim 2,GBA,Platform,E,45,10,56,6,0.03
MotoGP,PSP,Racing,E,69,18,70,7,0.03
RACE On,PC,Racing,E,73,14,81,20,0.03
Song of the Deep,PC,Action,E,73,12,62,15,0.03
Tork: Prehistoric Punk,XB,Platform,E,62,21,61,6,0.03
Toy Shop,DS,Simulation,E,31,7,53,11,0.03
DiRT Rally,PC,Racing,E,86,33,86,288,0.03
Dance Factory,PS2,Action,E,56,22,57,8,0.03
F1 2002,GC,Racing,E,72,7,77,4,0.03
The Golf Club,XOne,Sports,E,64,15,53,59,0.03
Digimon World 4,XB,Role-Playing,E,54,5,87,4,0.03
Sunny Garcia Surfing,PS2,Sports,E,61,11,78,7,0.03
Lock On: Modern Air Combat,PC,Simulation,E,76,20,74,549,0.03
Rayman 3: Hoodlum Havoc,PC,Platform,E,74,8,82,70,0.03
Graffiti Kingdom,PS2,Role-Playing,E,71,27,70,12,0.03
Klonoa 2: Dream Champ Tournament,GBA,Platform,E,78,20,92,6,0.03
N+,PSP,Platform,E,79,21,77,18,0.03
Valentino Rossi: The Game,XOne,Racing,E,74,5,80,7,0.03
Atomic Betty,GBA,Puzzle,E,62,10,74,6,0.03
Street Jam Basketball,GBA,Sports,E,35,7,79,7,0.03
Popeye: Rush for Spinach,GBA,Platform,E,48,9,41,5,0.03
GTR Evolution,PC,Racing,E,83,19,81,63,0.03
NBA 08,PSP,Sports,E,75,18,74,8,0.03
NBA 2K13,PC,Sports,E,90,5,67,130,0.03
Drome Racers,GC,Racing,E,54,5,65,5,0.03
Turn It Around,DS,Action,E,39,11,44,4,0.03
Ride,PC,Racing,E,68,8,47,30,0.03
Star Trek: Tactical Assault,PSP,Strategy,E,64,15,78,10,0.03
MX vs. ATV Supercross,PS3,Racing,E,58,4,34,4,0.03
NBA 2K7,XB,Sports,E,83,8,85,5,0.03
Gotcha Force,GC,Shooter,E,56,24,81,17,0.03
Jet Grind Radio,GBA,Action,E,74,22,92,6,0.03
Super Monkey Ball Adventure,PS2,Platform,E,53,32,66,10,0.03
Madden NFL 07,GBA,Sports,E,68,4,92,4,0.03
MySims,PC,Simulation,E,70,12,63,8,0.03
AniMates!,DS,Simulation,E,33,4,24,4,0.03
The Peanuts Movie: Snoopy's Grand Adventure,PS4,Action,E,59,4,65,19,0.03
ZooCube,GC,Puzzle,E,67,15,60,7,0.02
GRID Autosport,PC,Racing,E,78,35,61,257,0.02
NBA Starting Five,XB,Sports,E,48,4,54,4,0.02
"Ed, Edd n Eddy: The Mis-Edventures",XB,Platform,E,56,6,76,6,0.02
Viva Pinata,PC,Simulation,E,78,20,77,20,0.02
AMF Xtreme Bowling,PS2,Sports,E,30,4,41,5,0.02
George of the Jungle and the Search for the Secret,Wii,Platform,E,35,10,39,6,0.02
Inkheart,DS,Adventure,E,39,8,21,5,0.02
DemiKids: Light Version,GBA,Role-Playing,E,62,8,82,15,0.02
Cities XL 2011,PC,Simulation,E,70,17,56,39,0.02
Line Rider 2: Unbound,Wii,Puzzle,E,62,12,63,5,0.02
DiRT,PC,Racing,E,84,20,72,91,0.02
Ceville,PC,Action,E,73,17,81,21,0.02
Pro Fishing Challenge,XB,Sports,E,62,11,90,9,0.02
RedCard 20-03,GC,Sports,E,71,11,73,5,0.02
Pac-Man World Rally,PS2,Racing,E,54,20,73,5,0.02
GT Legends,PC,Racing,E,84,21,85,44,0.02
F1 Race Stars,PC,Racing,E,62,8,53,46,0.02
Fuel,PC,Racing,E,67,16,66,86,0.02
Group S Challenge,XB,Racing,E,57,17,59,5,0.02
FIFA Soccer 09,PC,Sports,E,77,15,67,36,0.02
SBK: Snowboard Kids,DS,Sports,E,63,14,64,4,0.02
Homeworld,PC,Strategy,E,93,20,89,326,0.02
Pro Evolution Soccer 2017,PC,Sports,E,69,9,36,137,0.02
RollerCoaster Tycoon World,PC,Simulation,E,43,7,23,31,0.02
Nervous Brickdown,DS,Puzzle,E,70,21,74,11,0.02
uDraw Studio: Instant Artist,X360,Misc,E,54,5,56,6,0.02
Uru: Ages Beyond Myst,PC,Adventure,E,79,22,75,29,0.02
NHL 2K3,GC,Sports,E,89,11,69,6,0.02
Space Channel 5: Ulala's Cosmic Attack,GBA,Misc,E,55,15,79,5,0.02
Castle Shikigami 2,PS2,Shooter,E,67,4,73,8,0.02
Peggle Nights,PC,Puzzle,E,76,15,80,24,0.02
Pulse Racer,XB,Racing,E,24,7,27,17,0.02
NBA 07,PS2,Sports,E,63,24,67,5,0.02
